login;created_at;transaction_id;amount_USD
3872217;2025-03-02 19:40:00;35671713;661.7330349225116
6634854;2025-03-03 01:46:00;6107387;132.19225667908796
27064125;2025-03-02 23:48:00;13214678;198.5199104767535
6634977;2025-03-04 00:02:00;6117333;6745.686900958467
3871593;2025-03-03 03:29:00;35673650;66.09612833954398
6634461;2025-03-03 16:11:00;6114247;112.36341817722477
27064530;2025-03-03 01:39:00;13215061;66.09612833954398
3870954;2025-03-03 03:44:00;35673768;1982.8838501863195
27064701;2025-03-03 01:58:00;13215132;3304.8064169771997
5452872;2025-03-03 04:40:00;14730694;330.48064169771993
6634749;2025-03-03 05:16:00;6108718;330.48064169771993
5470776;2025-03-03 06:06:00;14730918;132.19225667908796
6634830;2025-03-03 06:36:00;6109045;660.9612833954399
6087786;2025-03-03 16:40:00;17454494;660.9612833954399
3872040;2025-03-03 07:36:00;35675300;330.48064169771993
5472618;2025-03-24 01:36:00;14798788;133.50601295097132
27064401;2025-03-03 06:26:00;13215923;3965.767700372639
5472597;2025-03-24 02:01:00;14798877;66.75300647548566
3872820;2025-03-24 02:40:00;35886940;6675.300647548566
5471880;2025-03-03 09:06:00;14731209;660.9612833954399
3872103;2025-03-24 03:06:00;35887197;133.50601295097132
27065070;2025-03-24 00:16:00;13363669;333.76503237742827
5472723;2025-03-24 03:38:00;14799101;667.5300647548565
3872847;2025-03-24 03:49:00;35887611;133.50601295097132
3872802;2025-03-24 03:51:00;35887618;400.518038852914
5471361;2025-03-03 10:07:00;14731475;330.48064169771993
3715065;2025-03-24 04:04:00;35887742;25.36614246068455
3686121;2025-03-24 04:05:00;35887754;133.50601295097132
5471823;2025-03-24 04:09:00;14799200;1001.2950971322849
6635415;2025-03-24 04:09:00;6251061;333.76503237742827
27065043;2025-03-24 01:08:00;13363851;1869.0841813135985
6635364;2025-03-24 10:54:00;6252909;200.259019426457
6628917;2025-03-03 11:01:00;6110453;660.9612833954399
3872238;2025-03-03 11:06:00;35677619;66.09612833954398
3871170;2025-03-03 11:16:00;35677729;660.9612833954399
3872172;2025-03-03 11:16:00;35677731;330.48064169771993
27065046;2025-03-24 02:47:00;13364085;267.01202590194265
5471739;2025-03-03 11:36:00;14731893;660.9612833954399
5471913;2025-03-03 17:48:00;14734048;330.48064169771993
3871434;2025-03-03 12:50:00;35679502;198.28838501863194
5462595;2025-03-24 08:53:00;14799830;133.50601295097132
27064410;2025-03-03 11:30:00;13218923;66.09612833954398
6088656;2025-03-24 09:00:00;17693685;734.2830712303422
5460588;2025-03-24 09:08:00;14799872;667.5300647548565
27065079;2025-03-24 06:02:00;13364558;667.5300647548565
3871989;2025-03-03 14:06:00;35681068;2313.3644918840396
5471907;2025-03-03 19:32:00;14734282;66.09612833954398
3871629;2025-03-03 14:14:00;35681290;363.5287058674919
6087783;2025-03-03 14:32:00;17451289;198.28838501863194
6630915;2025-03-03 14:58:00;6113565;198.28838501863194
3871026;2025-03-03 15:06:00;35682251;660.9612833954399
6070623;2025-03-03 15:06:00;17452138;66.09612833954398
6634986;2025-03-05 08:12:00;6133622;333.9996252108189
6611313;2025-03-24 12:07:00;6253580;33.37650323774283
6635484;2025-03-25 01:53:00;6258540;66.68925579103006
6088299;2025-03-25 02:04:00;17703794;66.68925579103006
5472780;2025-03-25 08:49:00;14803498;20.006776737309018
6635037;2025-03-05 08:26:00;6133725;133.59985008432756
27064872;2025-03-24 10:02:00;13367634;33.37650323774283
6087759;2025-03-04 05:02:00;17463172;16.86421725239617
5472669;2025-03-24 13:28:00;14800966;667.5300647548565
6600576;2025-03-24 13:30:00;6254318;667.5300647548565
6088686;2025-03-24 13:56:00;17697136;66.75300647548566
3872121;2025-03-04 06:21:00;35691552;67.45686900958468
6087321;2025-03-04 06:53:00;17464869;337.28434504792335
27062709;2025-03-24 11:50:00;13368841;200.259019426457
3872160;2025-03-05 08:54:00;35709583;66.79992504216378
6634995;2025-03-04 08:36:00;6120901;337.28434504792335
5471820;2025-03-04 08:32:00;14736555;67.45686900958468
6087810;2025-03-04 08:36:00;17466063;202.370607028754
3869733;2025-03-05 09:06:00;35709808;200.39977512649133
5472759;2025-03-24 15:41:00;14801300;133.50601295097132
3872751;2025-03-24 15:54:00;35892633;66.75300647548566
4389678;2025-03-05 01:20:00;74418405;7.347991754638016
3872226;2025-03-05 02:06:00;35706147;2671.9970016865514
3763842;2025-03-05 02:50:00;35706600;333.9996252108189
6635475;2025-03-24 17:24:00;6256565;333.76503237742827
5472561;2025-03-24 17:26:00;14801897;12.3426308973173
5471271;2025-03-04 13:50:00;14738546;202.370607028754
6635067;2025-03-25 05:23:00;6259875;333.4462789551504
6087681;2025-03-04 14:03:00;17472901;134.91373801916936
27064845;2025-03-24 14:45:00;13371385;66.75300647548566
5454630;2025-03-05 03:29:00;14741695;333.9996252108189
3872307;2025-03-05 03:33:00;35707185;6679.992504216378
6634998;2025-03-05 04:03:00;6132184;66.79992504216378
6083790;2025-03-24 18:36:00;17701622;267.01202590194265
6087822;2025-03-04 16:11:00;17475961;67.45686900958468
6088722;2025-03-25 06:40:00;17705440;666.8925579103008
3860859;2025-03-05 12:16:00;35712137;66.79992504216378
6087939;2025-03-25 06:57:00;17705498;200.0677673730902
3868848;2025-03-05 06:08:00;35708505;66.79992504216378
27064689;2025-03-05 04:12:00;13239578;333.9996252108189
5464998;2025-03-05 06:51:00;14742281;333.9996252108189
6088719;2025-03-25 07:36:00;17705726;166.7231394775752
3872256;2025-03-05 12:04:00;35712002;2003.9977512649132
3867534;2025-03-25 00:26:00;35897304;666.8925579103008
5471958;2025-03-05 12:36:00;14743610;200.39977512649133
27061986;2025-03-26 06:06:00;13382825;133.0209617755857
3872277;2025-03-05 12:59:00;35712442;233.79973764757324
3872343;2025-03-05 13:32:00;35712738;200.39977512649133
3854991;2025-03-26 04:10:00;35907354;66.51048088779285
5471838;2025-03-05 14:17:00;14743907;467.5994752951465
5462658;2025-03-26 04:18:00;14806428;7.316152897657214
3872292;2025-03-06 11:15:00;35726376;2033.9110776186883
6088767;2025-03-26 04:27:00;17717014;66.51048088779285
5471502;2025-03-05 15:06:00;14744160;333.9996252108189
5472777;2025-03-26 04:41:00;14806515;266.0419235511714
3869715;2025-03-06 12:06:00;35727207;2101.7081135393114
6634464;2025-03-05 16:46:00;6139015;13.359985008432755
6635052;2025-03-06 12:16:00;6145614;1016.9555388093441
27064683;2025-03-25 11:26:00;13377763;66.68925579103006
27065052;2025-03-26 07:06:00;13383108;199.53144266337856
3871536;2025-03-26 05:51:00;35908070;798.1257706535142
6087921;2025-03-06 16:16:00;17511814;88.13614669680983
3871956;2025-03-05 17:23:00;35717542;667.9992504216378
5472819;2025-03-26 06:15:00;14806744;66.51048088779285
5469036;2025-03-25 15:16:00;14804847;66.68925579103006
6087852;2025-03-06 12:46:00;17507317;6779.703592062295
6632151;2025-03-05 18:04:00;6140014;133.59985008432756
6087906;2025-03-06 13:22:00;17507725;54.237628736498365
6087894;2025-03-06 14:33:00;17508761;203.39110776186885
27063852;2025-03-06 12:45:00;13255286;33.89851796031147
6086514;2025-03-06 17:26:00;17513847;67.79703592062295
3872328;2025-03-06 03:40:00;35722022;1355.940718412459
3873012;2025-03-26 07:26:00;35908622;1995.3144266337854
27055440;2025-03-25 14:21:00;13379448;10.003388368654509
5463873;2025-03-26 07:40:00;14806875;133.0209617755857
5453772;2025-03-06 17:01:00;14749353;544.59
6635505;2025-03-26 10:31:00;6268603;66.51048088779285
27064656;2025-03-06 04:07:00;13249772;33.89851796031147
5466006;2025-03-06 06:26:00;14746709;203.39110776186885
6087882;2025-03-06 07:15:00;17501610;135.5940718412459
5465067;2025-03-06 08:36:00;14747055;813.5644310474754
3869439;2025-03-06 08:46:00;35724040;74.57673951268524
3872358;2025-03-06 09:07:00;35724307;67.79703592062295
27064761;2025-03-06 07:26:00;13251244;338.9851796031148
6088653;2025-03-26 02:16:00;17716237;133.0209617755857
3873009;2025-03-26 10:46:00;35909880;66.51048088779285
6635238;2025-03-26 09:06:00;6268120;399.0628853267571
27064764;2025-03-06 22:36:00;13260277;33.89851796031147
3872349;2025-03-07 01:31:00;35736361;2031.2441534144061
5471973;2025-03-07 01:33:00;14750581;67.70813844714688
6088545;2025-03-26 15:07:00;17724449;66.51048088779285
3872385;2025-03-27 07:06:00;35918666;796.1857889880037
5471745;2025-03-07 02:08:00;14750643;338.54069223573435
5472018;2025-03-07 02:16:00;14750701;203.12441534144062
6088785;2025-03-26 15:43:00;17724971;665.1048088779286
6617586;2025-03-07 04:10:00;6152127;677.0813844714687
6087843;2025-03-07 04:39:00;17518731;0.8124976613657624
5458005;2025-03-07 05:36:00;14751378;10.535386342376055
4283871;2025-03-04 14:46:00;74410897;4721.9808306709265
3871236;2025-03-07 06:08:00;35738635;677.0813844714687
6086508;2025-03-26 16:17:00;17725604;665.1048088779286
27064623;2025-03-07 05:06:00;13261661;33.85406922357344
3872013;2025-03-07 08:15:00;35739365;47.39569691300281
3872340;2025-03-07 08:16:00;35739373;115.10383536014969
3872388;2025-03-07 08:46:00;35739617;88.02057998129094
5471985;2025-03-07 09:32:00;14751942;135.41627689429376
3873030;2025-03-27 03:31:00;35917528;530.7905259920025
6067686;2025-03-07 10:32:00;17521809;135.41627689429376
3872169;2025-03-07 10:49:00;35740891;0.6770813844714688
3872337;2025-03-07 11:03:00;35741101;135.41627689429376
6088308;2025-03-27 04:12:00;17730860;298.56967087050134
27061974;2025-03-07 09:47:00;13264422;1015.6220767072031
5472063;2025-03-07 13:54:00;14753188;33.85406922357344
5472069;2025-03-07 14:30:00;14753337;67.70813844714688
6632106;2025-03-02 12:18:00;6106785;330.8665174612558
6633087;2025-03-04 21:47:00;6129645;67.45686900958468
6634992;2025-03-04 18:40:00;6128280;134.91373801916936
3872904;2025-03-27 08:26:00;35919001;265.39526299600124
6072234;2025-03-27 05:16:00;17731497;331.74407874500156
6634551;2025-03-04 10:46:00;6122627;134.91373801916936
6082029;2025-03-26 19:36:00;17728339;133.0209617755857
6634779;2025-03-06 04:06:00;6142445;230.509922130118
6635001;2025-03-06 04:58:00;6142653;338.9851796031148
27064737;2025-03-07 14:12:00;13268422;67.70813844714688
5471955;2025-03-06 09:06:00;14747181;203.39110776186885
3871296;2025-03-04 02:06:00;35688715;337.28434504792335
3866310;2025-03-04 01:46:00;35688382;33.72843450479234
3871974;2025-03-04 01:34:00;35688197;67.45686900958468
3872244;2025-03-04 01:32:00;35688188;202.370607028754
3872364;2025-03-06 10:37:00;35725570;338.9851796031148
3862071;2025-03-06 12:46:00;35727872;677.9703592062295
5454642;2025-03-08 03:16:00;14756447;3390.926701243517
6087972;2025-03-08 04:42:00;17533806;339.0926701243517
6087975;2025-03-08 09:57:00;17533812;67.81853402487035
5470620;2025-03-08 15:38:00;14756464;67.81853402487035
6087102;2025-03-08 20:03:00;17533820;67.81853402487035
6634185;2025-03-09 09:16:00;6161070;339.6468599336297
27064767;2025-03-09 11:54:00;13272132;679.2937198672594
6086355;2025-03-10 02:10:00;17534283;0.17010163749294188
6087801;2025-03-10 02:24:00;17534382;34.02032749858837
5468844;2025-03-10 23:48:00;14761190;64.63862224731791
5472843;2025-03-27 11:36:00;14811300;3317.440787450015
5430651;2025-03-10 04:26:00;14757023;68.04065499717674
5471511;2025-03-10 19:28:00;14760691;34.02032749858837
3871677;2025-03-10 05:06:00;35753370;680.4065499717674
6087867;2025-03-10 05:10:00;17536001;136.0813099943535
3866187;2025-03-10 06:46:00;35754019;7.484472049689441
3859500;2025-03-10 06:55:00;35754056;68.04065499717674
5472105;2025-03-10 07:57:00;14757518;816.4878599661209
3872274;2025-03-10 08:06:00;35754396;68.04065499717674
6087933;2025-03-10 08:06:00;17536739;61.236589497459065
6088020;2025-03-10 08:42:00;17536939;1360.8130999435348
5471949;2025-03-10 08:53:00;14757585;204.12196499153023
5468703;2025-03-10 08:57:00;14757595;34.02032749858837
3863328;2025-03-10 16:42:00;35760798;47.62845849802372
5462451;2025-03-10 16:53:00;14759872;81.64878599661209
5472114;2025-03-10 09:47:00;14757733;136.0813099943535
3872430;2025-03-10 09:48:00;35755033;1360.8130999435348
3872289;2025-03-10 10:06:00;35755158;68.04065499717674
6088014;2025-03-10 10:34:00;17537918;340.2032749858837
27064809;2025-03-10 14:03:00;13279552;680.4065499717674
6081477;2025-03-10 11:31:00;17539136;204.12196499153023
5463678;2025-03-10 12:16:00;14758438;680.4065499717674
6635136;2025-03-10 13:13:00;6165301;674.4053642010165
3869835;2025-03-10 18:06:00;35762176;190.51383399209487
3863610;2025-03-10 13:30:00;35757731;136.0813099943535
3872439;2025-03-10 14:41:00;35758741;680.4065499717674
5460684;2025-03-11 04:03:00;14761804;6755.819712729072
3872451;2025-03-10 15:16:00;35759277;680.4065499717674
27063504;2025-01-06 03:54:00;12856875;319.32618683001533
6084456;2025-01-06 05:46:00;16655448;63.865237366003065
6084459;2025-01-06 06:16:00;16655608;1277.3047473200613
5468373;2025-01-06 06:17:00;14517618;766.3828483920366
3862149;2025-01-06 06:43:00;35133317;1915.957120980092
5468412;2025-01-08 04:45:00;14526973;631.275316067264
27063609;2025-01-08 06:46:00;12876275;63.1275316067264
6084129;2025-01-07 08:07:00;16677409;221.99133406566577
5468121;2025-01-06 07:06:00;14517712;127.73047473200613
5454135;2025-01-06 07:06:00;14517715;638.6523736600307
5462193;2025-01-06 07:06:00;14517714;638.6523736600307
3869487;2025-01-06 07:16:00;35133458;319.32618683001533
3869742;2025-01-07 15:42:00;35154146;8.2453924081533
3872463;2025-03-12 12:16:00;35786836;1342.0452444060902
6634350;2025-03-12 12:14:00;6184699;201.30678666091353
6633174;2025-01-06 08:06:00;5741295;127.73047473200613
6619896;2025-01-06 08:06:00;5741300;51.09218989280245
3869535;2025-01-06 08:07:00;35133702;1915.957120980092
27063570;2025-01-07 06:35:00;12867462;761.1131453679969
5456772;2025-01-07 08:40:00;14522736;317.1304772366654
5468406;2025-01-06 08:18:00;14517896;191.59571209800916
5468430;2025-01-06 08:16:00;14517891;114.95742725880551
3869628;2025-01-07 21:24:00;35158020;63.426095447333076
5468433;2025-01-06 08:47:00;14517948;319.32618683001533
6080919;2025-01-06 08:47:00;16656631;63.865237366003065
5466324;2025-01-08 05:06:00;14527025;315.637658033632
3868785;2025-01-08 05:06:00;35160354;1893.825948201792
3869127;2025-01-07 22:06:00;35158077;317.1304772366654
5468367;2025-01-06 09:06:00;14517992;191.59571209800916
5468229;2025-01-06 09:06:00;14517991;63.865237366003065
5467761;2025-01-06 09:13:00;14518016;31.932618683001532
6633363;2025-01-08 05:06:00;5760056;1893.825948201792
3680979;2025-03-11 22:23:00;35780948;337.7909856364537
6084609;2025-01-08 05:09:00;16697263;3156.37658033632
6088164;2025-03-11 22:32:00;17571097;67.55819712729073
27064821;2025-03-11 04:06:00;13283174;810.6983655274888
5430954;2025-01-06 09:32:00;14518086;638.6523736600307
6088011;2025-03-11 07:16:00;17554923;675.5819712729074
5468448;2025-01-06 09:40:00;14518121;1915.957120980092
27063588;2025-01-07 14:06:00;12872217;63.426095447333076
27061605;2025-01-07 14:06:00;12872218;634.2609544733308
6628653;2025-01-08 05:16:00;5760084;3156.37658033632
6080250;2025-03-27 18:04:00;17741568;132.69763149800062
6084579;2025-01-07 09:36:00;16678761;317.1304772366654
6084639;2025-01-08 05:26:00;16697432;94.6912974100896
6635139;2025-03-11 08:26:00;6173482;3377.909856364536
5468427;2025-01-06 10:10:00;14518256;127.73047473200613
6084648;2025-01-08 05:27:00;16697434;631.275316067264
3872478;2025-03-11 09:16:00;35768890;337.7909856364537
3852078;2025-01-06 10:36:00;35135198;638.6523736600307
6608013;2025-01-06 10:40:00;5742264;63.865237366003065
4282869;2025-03-12 02:33:00;74498518;335.51131110152255
5472126;2025-03-12 02:40:00;14766306;671.0226222030451
6635184;2025-03-12 03:06:00;6181548;134.20452444060902
6626703;2025-01-06 10:48:00;5742307;127.73047473200613
3872235;2025-03-11 10:14:00;35769580;67.55819712729073
5472255;2025-03-12 10:49:00;14767549;67.10226222030451
6083988;2025-01-08 00:26:00;16694500;6312.75316067264
6633234;2025-01-08 00:30:00;5758390;63.1275316067264
5464050;2025-01-06 11:06:00;14518439;638.6523736600307
5456352;2025-01-06 11:06:00;14518440;127.73047473200613
6627042;2025-01-06 11:06:00;5742493;127.73047473200613
6084534;2025-01-07 16:31:00;16688684;634.2609544733308
27063270;2025-01-06 09:16:00;12858515;95.79785604900458
6084645;2025-01-08 01:25:00;16694716;1136.295568921075
6084564;2025-01-07 16:40:00;16688871;317.1304772366654
27063582;2025-01-07 14:43:00;12872471;76.1113145367997
6055335;2025-01-07 16:43:00;16688973;634.2609544733308
5468277;2025-01-06 11:27:00;14518522;638.6523736600307
5454522;2025-01-06 11:28:00;14518530;191.59571209800916
3869631;2025-01-06 11:27:00;35136196;638.6523736600307
5459025;2025-01-01 00:20:00;14510633;6370.3475853583495
5467947;2025-01-01 05:11:00;14510645;127.40695170716701
6084162;2025-01-01 08:27:00;16624760;95.55521378037525
3869325;2025-01-01 10:00:00;35114831;191.1104275607505
3869322;2025-01-01 10:37:00;35114832;127.40695170716701
3754074;2025-01-01 11:26:00;35114833;7.007382343894185
5467209;2025-01-01 16:26:00;14510664;6370.3475853583495
27063432;2025-01-01 14:36:00;12844373;764.441710243002
6084180;2025-01-01 16:59:00;16624764;1274.0695170716701
3869337;2025-01-01 17:10:00;35114863;637.0347585358351
27063396;2025-01-01 16:25:00;12844378;318.51737926791753
3869343;2025-01-01 19:48:00;35114873;63.703475853583505
27062289;2025-01-01 19:07:00;12844380;637.0347585358351
6083469;2025-01-01 22:06:00;16624783;63.703475853583505
5436231;2025-01-01 22:36:00;14510689;382.220855121501
3869214;2025-01-02 01:06:00;35114985;636.9414959269317
3869208;2025-01-06 11:47:00;35136343;95.79785604900458
5468409;2025-01-06 12:16:00;14518692;478.989280245023
6633318;2025-01-07 10:26:00;5752173;247.361772244599
5466507;2025-01-02 02:06:00;14510808;191.0824487780795
6036915;2025-01-06 12:19:00;16660566;127.73047473200613
6084576;2025-01-07 10:26:00;16680126;190.27828634199923
6633243;2025-01-08 01:47:00;5758616;717.0025039891984
6068769;2025-01-07 10:26:00;16680129;190.27828634199923
5452932;2025-01-02 02:30:00;14510865;636.9414959269317
5467869;2025-01-02 02:46:00;14510896;636.9414959269317
5468199;2025-01-06 12:37:00;14518783;95.79785604900458
6618273;2025-01-02 02:52:00;5727004;636.9414959269317
27062142;2025-03-27 16:06:00;13398461;13.269763149800061
3857268;2025-01-02 03:14:00;35115596;382.164897556159
6084183;2025-01-02 03:37:00;16625931;159.23537398173292
6633000;2025-01-02 04:16:00;5727497;1910.824487780795
5462424;2025-01-02 04:26:00;14511081;318.47074796346584
3873093;2025-03-28 13:59:00;35932019;66.38588293162815
6084189;2025-01-02 04:53:00;16626426;318.47074796346584
6068778;2025-01-02 04:56:00;16626436;318.47074796346584
5468055;2025-01-02 05:06:00;14511140;127.38829918538633
3865602;2025-01-02 05:06:00;35116185;636.9414959269317
